anio,consumo,marca
2014,5.9,wine
2014,,wine
2014,6.5,wine
2014,9.6,wine
2014,5.4,wine
2014,5,wine
2014,9.9,wine
2015,3.9,wine
2015,4.4,wine
2015,6,wine
2015,9,wine
2015,4.7,wine
2015,3.3,wine
2015,2.7,wine
2015,8.3,wine
2015,5.2,wine
2015,9.2,wine
2015,5.2,wine
2015,8.5,wine
2015,5.5,wine
2015,0.4,wine
2015,5.4,wine
2015,6.6,wine
2015,7.7,wine
2015,,wine
2015,6,wine
2015,0.6,wine
2015,8.6,wine
2015,2.7,wine
2015,7.6,wine
2015,7,wine
2015,1.1,wine
2015,11.7,wine
2015,4.9,wine
2015,7.5,wine
2015,7,wine
2015,5.6,wine
2015,5.1,wine
2015,4,wine
2015,4.9,wine
2015,5.5,wine
2015,9.5,wine
2015,6.2,wine
2015,8.2,wine
2015,8.5,wine
2015,5.3,wine
2015,7.5,wine
2015,8.3,wine
2015,8.5,wine
2015,12.8,wine
2015,6.8,wine
2015,10.5,wine
2015,5.8,wine
2015,5,wine
2015,4.5,wine
2015,7.2,wine
2015,6.2,wine
2015,5.8,wine
2015,6.2,wine
2015,9.7,wine
2015,4.3,wine
2015,9.5,wine
2015,1.9,wine
2015,4.4,wine
2015,6.4,wine
2015,5.7,wine
2015,8.1,wine
2015,5,wine
2015,8.8,wine
2015,7.2,wine
2015,5,wine
2015,0.5,wine
2015,8,wine
2015,3.9,wine
2015,4.9,wine
2015,4.2,wine
2015,7.7,wine
2015,5.1,wine
2015,5.5,wine
2015,5.2,wine
2015,5.5,wine
2015,7.6,wine
2015,6,wine
2015,4.5,wine
2015,4.4,wine
2015,4.8,wine
2015,,wine
2015,6.3,wine
2015,4.7,wine
2015,5.1,wine
2015,4.6,wine
2015,9.3,wine
2016,3.6,wine
2016,4.8,wine
2016,6.2,wine
2016,8.4,wine
2016,4.5,wine
2016,2.7,wine
2016,2.6,wine
2016,7,wine
2016,4.8,wine
2016,8.8,wine
2016,5.5,wine
2016,8.6,wine
2016,5.5,wine
2016,0.1,wine
2016,5.5,wine
2016,6.4,wine
2016,8.2,wine
2016,,wine
2016,6.1,wine
2016,0.6,wine
2016,8.6,wine
2016,2.6,wine
2016,7.5,wine
2016,6.6,wine
2016,0.9,wine
2016,11.5,wine
2016,4.9,wine
2016,7.3,wine
2016,7.2,wine
2016,5.3,wine
2016,5.3,wine
2016,4.4,wine
2016,4.6,wine
2016,5.3,wine
2016,8.1,wine
2016,6.2,wine
2016,7.6,wine
2016,8,wine
2016,4.7,wine
2016,6.6,wine
2016,8.7,wine
2016,8.1,wine
2016,11.7,wine
2016,6.3,wine
2016,10.6,wine
2016,6.7,wine
2016,5,wine
2016,4.5,wine
2016,6.4,wine
2016,5.9,wine
2016,5.5,wine
2016,6.8,wine
2016,10.4,wine
2016,4.5,wine
2016,9.6,wine
2016,1.9,wine
2016,4.2,wine
2016,6.3,wine
2016,6.2,wine
2016,7.1,wine
2016,4.6,wine
2016,7.6,wine
2016,7.6,wine
2016,5.4,wine
2016,0.5,wine
2016,7.9,wine
2016,3.8,wine
2016,4.8,wine
2016,4.4,wine
2016,7.8,wine
2016,5.1,wine
2016,5.5,wine
2016,5.1,wine
2016,5.5,wine
2016,6.6,wine
2016,7,wine
2016,4.3,wine
2016,4.3,wine
2016,5.3,wine
2016,,wine
2016,5,wine
2016,3.9,wine
2016,4.3,wine
2016,4.5,wine
2016,10.2,wine
1998,8.8,beer
1998,19.2,beer
1998,21.2,beer
1998,10.6,beer
1998,18,beer
1998,17.5,beer
1998,23,beer
1998,32.4,beer
1998,8.8,beer
1998,16.6,beer
1998,27.9,beer
1998,23.7,beer
1998,19,beer
1998,3.8,beer
1998,11.6,beer
1998,8.6,beer
1998,20.7,beer
1998,,beer
1998,26.8,beer
1998,9.9,beer
1998,21.6,beer
1998,4.1,beer
1998,24.2,beer
1998,25.5,beer
1998,5.4,beer
1998,16.2,beer
1998,25.6,beer
1998,12.4,beer
1998,25.8,beer
1998,18.3,beer
1998,25,beer
1998,,beer
1998,20.1,beer
1998,22.9,beer
1998,15,beer
1998,29.6,beer
1998,33.8,beer
1998,28.4,beer
1998,20.5,beer
1998,30,beer
1998,11.9,beer
1998,21.4,beer
1998,10.6,beer
1998,14.8,beer
1998,32.7,beer
1998,22,beer
1998,42.1,beer
1998,19,beer
1998,14.7,beer
1998,18.5,beer
1998,19,beer
1998,14.9,beer
1998,7.2,beer
1998,7.6,beer
1998,30.3,beer
1998,7.4,beer
1998,20.1,beer
1998,28.4,beer
1998,23.1,beer
1998,27.9,beer
1998,24.6,beer
1998,13.9,beer
1998,31.1,beer
1998,,beer
1998,23.3,beer
1998,35.6,beer
1998,17.2,beer
1998,12.6,beer
1998,28.2,beer
1998,14.1,beer
1998,18.7,beer
1998,23.8,beer
1998,23.8,beer
1998,15.8,beer
1998,34.8,beer
1998,24.8,beer
1998,38.3,beer
1998,23.8,beer
1998,27.9,beer
1998,,beer
1998,20.9,beer
1998,1.8,beer
1998,16.7,beer
1998,23.8,beer
1998,32.4,beer
1999,11.2,beer
1999,24.7,beer
1999,26.7,beer
1999,17.4,beer
1999,18.6,beer
1999,22.3,beer
1999,22.3,beer
1999,34.8,beer
1999,9.5,beer
1999,21.4,beer
1999,36.5,beer
1999,24.8,beer
1999,24.4,beer
1999,1.6,beer
1999,11.5,beer
1999,11.5,beer
1999,28.4,beer
1999,,beer
1999,29.1,beer
1999,12.6,beer
1999,27.6,beer
1999,5.2,beer
1999,26.5,beer
1999,30.6,beer
1999,6.9,beer
1999,21,beer
1999,26.1,beer
1999,13.1,beer
1999,27.7,beer
1999,39.6,beer
1999,32.2,beer
1999,,beer
1999,25.2,beer
1999,30,beer
1999,25.6,beer
1999,29.6,beer
1999,18.7,beer
1999,20.8,beer
1999,15.2,beer
1999,56,beer
1999,15.8,beer
1999,27.1,beer
1999,17.4,beer
1999,25.4,beer
1999,48.8,beer
1999,28.1,beer
1999,36,beer
1999,24.3,beer
1999,29.4,beer
1999,19.7,beer
1999,15.4,beer
1999,19.1,beer
1999,18,beer
1999,5.1,beer
1999,35.7,beer
1999,11.8,beer
1999,27.8,beer
1999,31.9,beer
1999,24.6,beer
1999,57.4,beer
1999,19.3,beer
1999,19.4,beer
1999,38.3,beer
1999,,beer
1999,24.1,beer
1999,53.8,beer
1999,25.9,beer
1999,20.6,beer
1999,29.6,beer
1999,24.2,beer
1999,22.1,beer
1999,32.9,beer
1999,34.4,beer
1999,16.7,beer
1999,46.3,beer
1999,30,beer
1999,48.7,beer
1999,34.4,beer
1999,32.5,beer
1999,,beer
1999,25.5,beer
1999,2.3,beer
1999,16.3,beer
1999,34.4,beer
1999,39.6,beer
2000,27.4,beer
2000,33.2,beer
2000,28.5,beer
2000,29.3,beer
2000,31,beer
2000,33.1,beer
2000,20.7,beer
2000,36.4,beer
2000,17.1,beer
2000,22.1,beer
2000,40.9,beer
2000,33.2,beer
2000,24.8,beer
2000,1.8,beer
2000,13.4,beer
2000,16.4,beer
2000,47.5,beer
2000,,beer
2000,39.4,beer
2000,17.3,beer
2000,38.4,beer
2000,9.1,beer
2000,30.4,beer
2000,32.7,beer
2000,7.4,beer
2000,24.9,beer
2000,26.6,beer
2000,15.5,beer
2000,24,beer
2000,42.6,beer
2000,40.5,beer
2000,,beer
2000,26.6,beer
2000,33,beer
2000,37.7,beer
2000,31.9,beer
2000,24.6,beer
2000,21,beer
2000,15.9,beer
2000,61.8,beer
2000,22.6,beer
2000,29.9,beer
2000,29.3,beer
2000,27.3,beer
2000,39.8,beer
2000,37.3,beer
2000,41.5,beer
2000,31.5,beer
2000,31.1,beer
2000,27,beer
2000,30.7,beer
2000,25.1,beer
2000,22,beer
2000,12.1,beer
2000,35.1,beer
2000,24.4,beer
2000,30,beer
2000,32.2,beer
2000,29.4,beer
2000,68.2,beer
2000,22.1,beer
2000,21.8,beer
2000,42.5,beer
2000,,beer
2000,19.9,beer
2000,55.3,beer
2000,25.9,beer
2000,22.5,beer
2000,33.4,beer
2000,33.7,beer
2000,32,beer
2000,36.4,beer
2000,36.9,beer
2000,20.1,beer
2000,46.1,beer
2000,31.9,beer
2000,47.9,beer
2000,36.9,beer
2000,46.3,beer
2000,,beer
2000,29.8,beer
2000,5.2,beer
2000,15.4,beer
2000,36.9,beer
2000,57.1,beer
2001,22,beer
2001,39.5,beer
2001,31.2,beer
2001,47.6,beer
2001,42.6,beer
2001,34.9,beer
2001,23.2,beer
2001,41.6,beer
2001,11.7,beer
2001,28.5,beer
2001,42.5,beer
2001,50.5,beer
2001,37.7,beer
2001,3.3,beer
2001,17.8,beer
2001,23.8,beer
2001,60.7,beer
2001,9.5,beer
2001,38.9,beer
2001,26.5,beer
2001,44.5,beer
2001,13.9,beer
2001,34.1,beer
2001,33.6,beer
2001,9.4,beer
2001,28,beer
2001,28.6,beer
2001,20.4,beer
2001,25.4,beer
2001,48,beer
2001,59.6,beer
2001,,beer
2001,34.2,beer
2001,44.5,beer
2001,59.7,beer
2001,42.9,beer
2001,28.3,beer
2001,22.6,beer
2001,23.5,beer
2001,78.9,beer
2001,23.7,beer
2001,34.7,beer
2001,47.6,beer
2001,34.7,beer
2001,34.7,beer
2001,48.4,beer
2001,55.5,beer
2001,34.6,beer
2001,29.9,beer
2001,30.1,beer
2001,56.9,beer
2001,26.5,beer
2001,33.5,beer
2001,18.7,beer
2001,37.6,beer
2001,25.7,beer
2001,39.9,beer
2001,40.3,beer
2001,33.4,beer
2001,101,beer
2001,21.7,beer
2001,29.7,beer
2001,44.6,beer
2001,,beer
2001,15.7,beer
2001,71.3,beer
2001,30.5,beer
2001,22.8,beer
2001,41.9,beer
2001,35.4,beer
2001,36.3,beer
2001,40.1,beer
2001,49,beer
2001,27,beer
2001,47.7,beer
2001,38.4,beer
2001,53.6,beer
2001,49,beer
2001,45.2,beer
2001,,beer
2001,32.2,beer
2001,11,beer
2001,15.5,beer
2001,49,beer
2001,71.1,beer
2002,30.4,beer
2002,42.8,beer
2002,35.4,beer
2002,76.1,beer
2002,44,beer
2002,38.1,beer
2002,23.2,beer
2002,38.9,beer
2002,21,beer
2002,41.5,beer
2002,43.9,beer
2002,51.9,beer
2002,41.9,beer
2002,9.6,beer
2002,26.8,beer
2002,31.3,beer
2002,61.2,beer
2002,8.7,beer
2002,47.8,beer
2002,31.5,beer
2002,64.5,beer
2002,20.9,beer
2002,50.6,beer
2002,35.3,beer
2002,13.2,beer
2002,33.6,beer
2002,30.8,beer
2002,27.3,beer
2002,27.1,beer
2002,50.1,beer
2002,67.4,beer
2002,,beer
2002,37.9,beer
2002,53.8,beer
2002,65.3,beer
2002,49.5,beer
2002,33,beer
2002,23.8,beer
2002,22,beer
2002,85.7,beer
2002,29.4,beer
2002,40,beer
2002,76.1,beer
2002,39.8,beer
2002,37.1,beer
2002,47.7,beer
2002,84.2,beer
2002,34.2,beer
2002,29.4,beer
2002,32.3,beer
2002,58.2,beer
2002,28.3,beer
2002,46.3,beer
2002,30.9,beer
2002,33.9,beer
2002,23.3,beer
2002,44.7,beer
2002,43.2,beer
2002,38.6,beer
2002,104.6,beer
2002,28.1,beer
2002,37.5,beer
2002,52.1,beer
2002,,beer
2002,14.9,beer
2002,96.2,beer
2002,32.7,beer
2002,27.9,beer
2002,29.1,beer
2002,40,beer
2002,36.5,beer
2002,46.3,beer
2002,77,beer
2002,29.4,beer
2002,44.8,beer
2002,31.8,beer
2002,56.3,beer
2002,77,beer
2002,55.7,beer
2002,,beer
2002,31.7,beer
2002,6.4,beer
2002,16.3,beer
2002,77,beer
2002,90.1,beer
2003,36.2,beer
2003,47.7,beer
2003,40.4,beer
2003,109,beer
2003,48.3,beer
2003,25,beer
2003,25.8,beer
2003,33.9,beer
2003,32.8,beer
2003,43.7,beer
2003,46.7,beer
2003,61.7,beer
2003,38.2,beer
2003,9.7,beer
2003,39,beer
2003,38.1,beer
2003,61.6,beer
2003,8.9,beer
2003,51.5,beer
2003,39.4,beer
2003,80.8,beer
2003,24.4,beer
2003,71.2,beer
2003,39.1,beer
2003,14.9,beer
2003,31.1,beer
2003,36.9,beer
2003,33.4,beer
2003,28,beer
2003,53.3,beer
2003,72.3,beer
2003,,beer
2003,42.6,beer
2003,67.8,beer
2003,66.3,beer
2003,54.9,beer
2003,43.2,beer
2003,27.1,beer
2003,25.9,beer
2003,89.1,beer
2003,29.6,beer
2003,41.3,beer
2003,109,beer
2003,44.8,beer
2003,34.2,beer
2003,61.5,beer
2003,97.3,beer
2003,28.7,beer
2003,32.8,beer
2003,34.2,beer
2003,55.7,beer
2003,28.5,beer
2003,52.9,beer
2003,25.9,beer
2003,44.4,beer
2003,25,beer
2003,51.1,beer
2003,46.5,beer
2003,43.5,beer
2003,105.6,beer
2003,41.3,beer
2003,38,beer
2003,56.9,beer
2003,,beer
2003,14.5,beer
2003,92.3,beer
2003,41.1,beer
2003,36,beer
2003,42.3,beer
2003,41.8,beer
2003,43.3,beer
2003,41.1,beer
2003,93.3,beer
2003,34.2,beer
2003,42.5,beer
2003,47.4,beer
2003,61.2,beer
2003,93.3,beer
2003,65.1,beer
2003,,beer
2003,33.8,beer
2003,12.3,beer
2003,25,beer
2003,93.3,beer
2003,62.3,beer
2004,27.5,beer
2004,52.4,beer
2004,44.8,beer
2004,51.8,beer
2004,58,beer
2004,35.4,beer
2004,35.1,beer
2004,32.5,beer
2004,35.7,beer
2004,54,beer
2004,55.3,beer
2004,85.1,beer
2004,41.2,beer
2004,6.6,beer
2004,51.1,beer
2004,190.4,beer
2004,68.1,beer
2004,7.4,beer
2004,54.7,beer
2004,43.7,beer
2004,84.2,beer
2004,24.4,beer
2004,86.7,beer
2004,49.2,beer
2004,19.6,beer
2004,33.2,beer
2004,68.6,beer
2004,43.6,beer
2004,32.7,beer
2004,58.3,beer
2004,47.7,beer
2004,,beer
2004,43.5,beer
2004,90.9,beer
2004,68.5,beer
2004,56.5,beer
2004,39.4,beer
2004,27.6,beer
2004,32.6,beer
2004,99.1,beer
2004,30.5,beer
2004,45.8,beer
2004,51.8,beer
2004,51,beer
2004,35.4,beer
2004,77.5,beer
2004,26.6,beer
2004,35.6,beer
2004,36.9,beer
2004,38.2,beer
2004,68.1,beer
2004,45.4,beer
2004,67.9,beer
2004,25.4,beer
2004,76.2,beer
2004,25.8,beer
2004,58.8,beer
2004,54.9,beer
2004,50.1,beer
2004,103.9,beer
2004,50.3,beer
2004,36.3,beer
2004,75.9,beer
2004,,beer
2004,15.8,beer
2004,84.5,beer
2004,46.8,beer
2004,49.4,beer
2004,42.9,beer
2004,51.7,beer
2004,47.9,beer
2004,40.6,beer
2004,94.5,beer
2004,36.4,beer
2004,45.3,beer
2004,53.4,beer
2004,74.5,beer
2004,94.5,beer
2004,81,beer
2004,,beer
2004,39.7,beer
2004,10.8,beer
2004,30.9,beer
2004,94.5,beer
2004,63.6,beer
2005,29.7,beer
2005,58.6,beer
2005,48.6,beer
2005,45.6,beer
2005,61.9,beer
2005,43.1,beer
2005,43.6,beer
2005,33.6,beer
2005,31.4,beer
2005,50.6,beer
2005,53.4,beer
2005,89.2,beer
2005,48,beer
2005,10.4,beer
2005,59.1,beer
2005,202.1,beer
2005,76.6,beer
2005,0.8,beer
2005,58.4,beer
2005,31.7,beer
2005,70.5,beer
2005,25.1,beer
2005,64.1,beer
2005,50.5,beer
2005,20.9,beer
2005,36.2,beer
2005,77.5,beer
2005,56.2,beer
2005,38.2,beer
2005,60.4,beer
2005,59.6,beer
2005,,beer
2005,45.9,beer
2005,72.5,beer
2005,66.7,beer
2005,57.1,beer
2005,40.2,beer
2005,28.2,beer
2005,37,beer
2005,108.5,beer
2005,32.3,beer
2005,49.3,beer
2005,45.6,beer
2005,60.1,beer
2005,36.4,beer
2005,81.8,beer
2005,28.2,beer
2005,39,beer
2005,39.7,beer
2005,54.3,beer
2005,70.1,beer
2005,53.7,beer
2005,63,beer
2005,27.1,beer
2005,70.7,beer
2005,29,beer
2005,58.7,beer
2005,57.6,beer
2005,51.1,beer
2005,104.8,beer
2005,44.1,beer
2005,39.5,beer
2005,80.5,beer
2005,,beer
2005,16,beer
2005,78.9,beer
2005,60.6,beer
2005,56.5,beer
2005,46.2,beer
2005,52.5,beer
2005,51.4,beer
2005,41.8,beer
2005,101.1,beer
2005,41.9,beer
2005,32.6,beer
2005,70.5,beer
2005,73.6,beer
2005,101.1,beer
2005,90.9,beer
2005,,beer
2005,37.6,beer
2005,9.1,beer
2005,34.4,beer
2005,101.1,beer
2005,62.7,beer
2006,32.4,beer
2006,50.2,beer
2006,54.8,beer
2006,43.1,beer
2006,59.8,beer
2006,68.4,beer
2006,46.5,beer
2006,46.3,beer
2006,45.2,beer
2006,51.4,beer
2006,60.3,beer
2006,85.2,beer
2006,62.3,beer
2006,6.9,beer
2006,56.3,beer
2006,207.3,beer
2006,99.9,beer
2006,0.9,beer
2006,68.4,beer
2006,38.1,beer
2006,82.4,beer
2006,34,beer
2006,96.6,beer
2006,69.1,beer
2006,22.1,beer
2006,40.9,beer
2006,87.8,beer
2006,66.8,beer
2006,32.4,beer
2006,59.3,beer
2006,65.9,beer
2006,,beer
2006,56.9,beer
2006,81.4,beer
2006,79.3,beer
2006,62.3,beer
2006,42.4,beer
2006,28.5,beer
2006,46.1,beer
2006,111,beer
2006,38.7,beer
2006,51.2,beer
2006,43.1,beer
2006,65.8,beer
2006,41.6,beer
2006,84.9,beer
2006,30.4,beer
2006,46.4,beer
2006,44.7,beer
2006,56.3,beer
2006,89.2,beer
2006,59.6,beer
2006,71.6,beer
2006,32.4,beer
2006,67.2,beer
2006,49.2,beer
2006,57.3,beer
2006,58.1,beer
2006,60.8,beer
2006,125.3,beer
2006,57.8,beer
2006,54.5,beer
2006,96.1,beer
2006,,beer
2006,17.5,beer
2006,66.2,beer
2006,72,beer
2006,57.9,beer
2006,68.3,beer
2006,64.6,beer
2006,61.2,beer
2006,43.7,beer
2006,106.6,beer
2006,51.3,beer
2006,49.5,beer
2006,85.7,beer
2006,90.1,beer
2006,106.6,beer
2006,103.9,beer
2006,,beer
2006,46,beer
2006,11,beer
2006,39.4,beer
2006,106.6,beer
2006,66.8,beer
2007,31.6,beer
2007,52.8,beer
2007,64.6,beer
2007,40.3,beer
2007,64,beer
2007,68.7,beer
2007,55.6,beer
2007,60.4,beer
2007,39.4,beer
2007,51.7,beer
2007,74.6,beer
2007,86.3,beer
2007,74.3,beer
2007,5.9,beer
2007,52.3,beer
2007,61.9,beer
2007,106.2,beer
2007,1,beer
2007,76.7,beer
2007,24.3,beer
2007,73.8,beer
2007,29.3,beer
2007,71.4,beer
2007,69.6,beer
2007,23,beer
2007,45.7,beer
2007,65.1,beer
2007,76,beer
2007,53.7,beer
2007,65.5,beer
2007,84.3,beer
2007,,beer
2007,68,beer
2007,72.4,beer
2007,73,beer
2007,72.5,beer
2007,42,beer
2007,28.8,beer
2007,47.4,beer
2007,101.4,beer
2007,67.4,beer
2007,53,beer
2007,40.3,beer
2007,70,beer
2007,44,beer
2007,91.8,beer
2007,104.2,beer
2007,52,beer
2007,45.9,beer
2007,55.2,beer
2007,91.4,beer
2007,66.8,beer
2007,64.7,beer
2007,39.4,beer
2007,88.3,beer
2007,52.1,beer
2007,60.8,beer
2007,60.6,beer
2007,63.4,beer
2007,106.4,beer
2007,53.2,beer
2007,52.2,beer
2007,96.7,beer
2007,,beer
2007,15.7,beer
2007,62.8,beer
2007,66.1,beer
2007,56.7,beer
2007,72.6,beer
2007,71.5,beer
2007,59.1,beer
2007,43.6,beer
2007,95.4,beer
2007,70.4,beer
2007,52.8,beer
2007,93.7,beer
2007,73.1,beer
2007,95.4,beer
2007,118.3,beer
2007,,beer
2007,40.1,beer
2007,12.7,beer
2007,43.4,beer
2007,95.4,beer
2007,70.8,beer
2008,30.9,beer
2008,53.4,beer
2008,71.1,beer
2008,38.9,beer
2008,67.5,beer
2008,86.1,beer
2008,57.9,beer
2008,56.7,beer
2008,42.9,beer
2008,52.6,beer
2008,91.8,beer
2008,89.5,beer
2008,78.3,beer
2008,6.6,beer
2008,53.2,beer
2008,64.1,beer
2008,104.5,beer
2008,,beer
2008,84.1,beer
2008,25.8,beer
2008,67.2,beer
2008,24.9,beer
2008,64.6,beer
2008,73.4,beer
2008,27.8,beer
2008,50,beer
2008,68.5,beer
2008,84,beer
2008,62.3,beer
2008,67.4,beer
2008,89.2,beer
2008,,beer
2008,81.1,beer
2008,69.1,beer
2008,73.2,beer
2008,74.5,beer
2008,34.2,beer
2008,29.2,beer
2008,50.4,beer
2008,95.8,beer
2008,86,beer
2008,54,beer
2008,38.9,beer
2008,62.8,beer
2008,54.6,beer
2008,90.4,beer
2008,126.3,beer
2008,70.1,beer
2008,61.1,beer
2008,61.7,beer
2008,98.3,beer
2008,78.4,beer
2008,68.8,beer
2008,46.7,beer
2008,89.5,beer
2008,58.8,beer
2008,55,beer
2008,58,beer
2008,63.9,beer
2008,125.9,beer
2008,32.7,beer
2008,64,beer
2008,97.7,beer
2008,,beer
2008,12.3,beer
2008,60.7,beer
2008,65.5,beer
2008,59.9,beer
2008,76.7,beer
2008,72.2,beer
2008,67.8,beer
2008,46.3,beer
2008,93.4,beer
2008,77.2,beer
2008,41.1,beer
2008,99.6,beer
2008,54.6,beer
2008,93.4,beer
2008,129.4,beer
2008,,beer
2008,39,beer
2008,16.7,beer
2008,44.5,beer
2008,93.4,beer
2008,71.1,beer
2009,31.5,beer
2009,51.6,beer
2009,75.3,beer
2009,38.7,beer
2009,74,beer
2009,80.8,beer
2009,44.9,beer
2009,55,beer
2009,47.7,beer
2009,51.4,beer
2009,76.7,beer
2009,84.8,beer
2009,73.9,beer
2009,6.3,beer
2009,58.4,beer
2009,66.8,beer
2009,100.2,beer
2009,,beer
2009,92.2,beer
2009,30.2,beer
2009,62.7,beer
2009,26.8,beer
2009,50.1,beer
2009,75,beer
2009,29.1,beer
2009,52.4,beer
2009,62.5,beer
2009,77,beer
2009,60.8,beer
2009,58.2,beer
2009,90,beer
2009,,beer
2009,84,beer
2009,70.1,beer
2009,74.7,beer
2009,70.7,beer
2009,41.5,beer
2009,29.3,beer
2009,51.2,beer
2009,79.7,beer
2009,100.6,beer
2009,50.3,beer
2009,38.7,beer
2009,58.9,beer
2009,49.1,beer
2009,78.8,beer
2009,116.7,beer
2009,75.6,beer
2009,58.8,beer
2009,58.6,beer
2009,84.6,beer
2009,69.8,beer
2009,62.3,beer
2009,60.7,beer
2009,90.8,beer
2009,64.3,beer
2009,51,beer
2009,55.6,beer
2009,58,beer
2009,143,beer
2009,42.7,beer
2009,51.4,beer
2009,95.8,beer
2009,,beer
2009,11.7,beer
2009,57.4,beer
2009,63.6,beer
2009,64.1,beer
2009,78.8,beer
2009,67,beer
2009,58.6,beer
2009,47.1,beer
2009,86.6,beer
2009,78.6,beer
2009,39.9,beer
2009,94.7,beer
2009,58.5,beer
2009,86.6,beer
2009,120.8,beer
2009,,beer
2009,38.7,beer
2009,9.8,beer
2009,46.6,beer
2009,86.6,beer
2009,71.5,beer
2010,31.5,beer
2010,59,beer
2010,75.8,beer
2010,40.2,beer
2010,77.1,beer
2010,79.6,beer
2010,35.6,beer
2010,53.2,beer
2010,43.5,beer
2010,49,beer
2010,66.1,beer
2010,85.9,beer
2010,71.4,beer
2010,3.1,beer
2010,59.1,beer
2010,65.3,beer
2010,86.4,beer
2010,,beer
2010,85.4,beer
2010,26.1,beer
2010,57.6,beer
2010,24.3,beer
2010,53.7,beer
2010,75.6,beer
2010,28.4,beer
2010,55.1,beer
2010,67.1,beer
2010,77.4,beer
2010,56.1,beer
2010,55.2,beer
2010,85.9,beer
2010,,beer
2010,82.4,beer
2010,69.4,beer
2010,77.3,beer
2010,74.5,beer
2010,55.5,beer
2010,30.6,beer
2010,55,beer
2010,87.8,beer
2010,100.6,beer
2010,51.4,beer
2010,40.2,beer
2010,51.8,beer
2010,49.6,beer
2010,70.9,beer
2010,118.8,beer
2010,68.6,beer
2010,61.4,beer
2010,62.6,beer
2010,78.1,beer
2010,70.8,beer
2010,58.1,beer
2010,59.9,beer
2010,90.4,beer
2010,77.7,beer
2010,47.5,beer
2010,58.6,beer
2010,61.4,beer
2010,113.2,beer
2010,47.6,beer
2010,59.5,beer
2010,91.4,beer
2010,,beer
2010,14.3,beer
2010,54.2,beer
2010,66.5,beer
2010,71.2,beer
2010,78.5,beer
2010,65.5,beer
2010,51.1,beer
2010,47.6,beer
2010,87.4,beer
2010,80.4,beer
2010,40,beer
2010,101.4,beer
2010,57.7,beer
2010,87.4,beer
2010,108.9,beer
2010,,beer
2010,39,beer
2010,17.7,beer
2010,50.1,beer
2010,87.4,beer
2010,76.3,beer
2011,35.82,beer
2011,63.39,beer
2011,83.27,beer
2011,41.6,beer
2011,77.01,beer
2011,63.87,beer
2011,35.87,beer
2011,49.13,beer
2011,39.05,beer
2011,46.74,beer
2011,67.13,beer
2011,88.83,beer
2011,81.01,beer
2011,2.74,beer
2011,59.83,beer
2011,66.83,beer
2011,88.42,beer
2011,,beer
2011,77.29,beer
2011,23.28,beer
2011,56.95,beer
2011,17.9,beer
2011,57.93,beer
2011,77.77,beer
2011,29.53,beer
2011,56.94,beer
2011,71.37,beer
2011,82.05,beer
2011,59.69,beer
2011,59.93,beer
2011,79.04,beer
2011,,beer
2011,85.81,beer
2011,71.19,beer
2011,86.7,beer
2011,77.72,beer
2011,55.4,beer
2011,32.79,beer
2011,56.93,beer
2011,91.28,beer
2011,108.64,beer
2011,51.86,beer
2011,33.24,beer
2011,51.77,beer
2011,49.97,beer
2011,84.83,beer
2011,126.93,beer
2011,66.58,beer
2011,62.18,beer
2011,87.37,beer
2011,79.01,beer
2011,72.22,beer
2011,48.17,beer
2011,61.96,beer
2011,94.74,beer
2011,81.21,beer
2011,48.69,beer
2011,65.73,beer
2011,61.93,beer
2011,82.93,beer
2011,50.3,beer
2011,67.32,beer
2011,92.02,beer
2011,,beer
2011,17.65,beer
2011,57.03,beer
2011,65.12,beer
2011,69.91,beer
2011,83.81,beer
2011,66.51,beer
2011,46.4,beer
2011,51.53,beer
2011,86.65,beer
2011,87.28,beer
2011,54.9,beer
2011,104.94,beer
2011,68,beer
2011,73.66,beer
2011,85.8,beer
2011,,beer
2011,39.06,beer
2011,16.91,beer
2011,55.04,beer
2011,100.92,beer
2011,77.3,beer
2012,34.5,beer
2012,70.4,beer
2012,75.8,beer
2012,49.2,beer
2012,79.7,beer
2012,78.3,beer
2012,39.5,beer
2012,50.9,beer
2012,38.5,beer
2012,46.6,beer
2012,71.6,beer
2012,108.6,beer
2012,83.3,beer
2012,2.5,beer
2012,61.7,beer
2012,68,beer
2012,92.8,beer
2012,,beer
2012,71.7,beer
2012,20.4,beer
2012,61,beer
2012,15.9,beer
2012,64,beer
2012,76,beer
2012,28.7,beer
2012,58.2,beer
2012,75.3,beer
2012,81.4,beer
2012,79.6,beer
2012,63.1,beer
2012,77.5,beer
2012,,beer
2012,82.5,beer
2012,60.7,beer
2012,81.3,beer
2012,77.7,beer
2012,59.9,beer
2012,31.2,beer
2012,58.7,beer
2012,89.9,beer
2012,101,beer
2012,52.6,beer
2012,54.9,beer
2012,53.5,beer
2012,50,beer
2012,89.7,beer
2012,125.2,beer
2012,65.2,beer
2012,66.8,beer
2012,97.9,beer
2012,82.7,beer
2012,67.3,beer
2012,43.1,beer
2012,62.9,beer
2012,90,beer
2012,95.8,beer
2012,50.8,beer
2012,71.4,beer
2012,56,beer
2012,77.2,beer
2012,54.1,beer
2012,67.2,beer
2012,90.8,beer
2012,,beer
2012,21,beer
2012,58.3,beer
2012,63.1,beer
2012,78.8,beer
2012,87.1,beer
2012,64.6,beer
2012,42.4,beer
2012,45.6,beer
2012,85.5,beer
2012,96.1,beer
