anio,consumo,marca
2012,54.6,beer
2012,98.2,beer
2012,70.3,beer
2012,72.4,beer
2012,77.2,beer
2012,,beer
2012,41.6,beer
2012,24,beer
2012,56,beer
2012,99.9,beer
2012,73.4,beer
2013,37,beer
2013,64.6,beer
2013,75.1,beer
2013,49.2,beer
2013,79.1,beer
2013,90.3,beer
2013,45.7,beer
2013,42.4,beer
2013,40,beer
2013,45.8,beer
2013,78.4,beer
2013,92,beer
2013,85.2,beer
2013,2.1,beer
2013,65.1,beer
2013,64.5,beer
2013,84.7,beer
2013,,beer
2013,71.6,beer
2013,17.8,beer
2013,57.6,beer
2013,13.6,beer
2013,52.3,beer
2013,76.3,beer
2013,28.1,beer
2013,58.3,beer
2013,72.6,beer
2013,73.3,beer
2013,52.4,beer
2013,64.1,beer
2013,73.9,beer
2013,,beer
2013,77.6,beer
2013,51.9,beer
2013,73.6,beer
2013,72,beer
2013,61.6,beer
2013,28.6,beer
2013,61.1,beer
2013,92.5,beer
2013,99,beer
2013,54.1,beer
2013,57.2,beer
2013,55.5,beer
2013,48.7,beer
2013,74.9,beer
2013,103,beer
2013,63,beer
2013,73.2,beer
2013,128.5,beer
2013,74.2,beer
2013,67.5,beer
2013,40.5,beer
2013,59.5,beer
2013,81.2,beer
2013,90,beer
2013,52.6,beer
2013,66,beer
2013,55.4,beer
2013,44.2,beer
2013,40.3,beer
2013,70.9,beer
2013,91.7,beer
2013,,beer
2013,20.7,beer
2013,56.1,beer
2013,60,beer
2013,82.4,beer
2013,79.9,beer
2013,64.5,beer
2013,44.6,beer
2013,46.6,beer
2013,83.5,beer
2013,82.8,beer
2013,55.2,beer
2013,94.3,beer
2013,68.6,beer
2013,71.5,beer
2013,79.8,beer
2013,,beer
2013,43.8,beer
2013,27,beer
2013,55.5,beer
2013,97.7,beer
2013,79.3,beer
2014,28.7,beer
2014,52.5,beer
2014,64,beer
2014,64.4,beer
2014,62.9,beer
2014,75.1,beer
2014,55.5,beer
2014,46.9,beer
2014,39.3,beer
2014,51.4,beer
2014,72.7,beer
2014,63.7,beer
2014,63.9,beer
2014,2.2,beer
2014,56.1,beer
2014,38.8,beer
2014,71.6,beer
2014,0.4,beer
2014,73.2,beer
2014,17.1,beer
2014,36.9,beer
2014,17.4,beer
2014,46.1,beer
2014,76,beer
2014,28.1,beer
2014,57.5,beer
2014,72.1,beer
2014,73.8,beer
2014,52,beer
2014,66.8,beer
2014,61.3,beer
2014,16.2,beer
2014,70,beer
2014,44.8,beer
2014,49.7,beer
2014,56.8,beer
2014,63.5,beer
2014,34.6,beer
2014,55.9,beer
2014,82.9,beer
2014,97.7,beer
2014,56.3,beer
2014,49.5,beer
2014,56.3,beer
2014,53.7,beer
2014,67.5,beer
2014,79.7,beer
2014,60.5,beer
2014,54.4,beer
2014,100.7,beer
2014,52.9,beer
2014,66.1,beer
2014,47.5,beer
2014,39,beer
2014,65,beer
2014,84.6,beer
2014,55,beer
2014,52.1,beer
2014,59.9,beer
2014,41.8,beer
2014,37.8,beer
2014,76.7,beer
2014,73.7,beer
2014,26,beer
2014,19.8,beer
2014,55.5,beer
2014,59.3,beer
2014,61.7,beer
2014,70.9,beer
2014,64.2,beer
2014,45.1,beer
2014,47.8,beer
2014,77.9,beer
2014,68.8,beer
2014,47.6,beer
2014,90.9,beer
2014,82.2,beer
2014,69.9,beer
2014,53.9,beer
2014,4.9,beer
2014,40.2,beer
2014,32.7,beer
2014,56.1,beer
2014,86.2,beer
2014,60.9,beer
2015,26,beer
2015,45.8,beer
2015,50.7,beer
2015,49.1,beer
2015,37.4,beer
2015,42,beer
2015,53.4,beer
2015,39.5,beer
2015,38.3,beer
2015,50.9,beer
2015,48.8,beer
2015,34.7,beer
2015,51.1,beer
2015,2.1,beer
2015,59,beer
2015,31.9,beer
2015,72.1,beer
2015,0.5,beer
2015,66.9,beer
2015,16.3,beer
2015,36.1,beer
2015,19.6,beer
2015,45.6,beer
2015,81.2,beer
2015,28.9,beer
2015,53.8,beer
2015,72.4,beer
2015,72.9,beer
2015,39.1,beer
2015,63,beer
2015,60.1,beer
2015,42.8,beer
2015,63.6,beer
2015,41.9,beer
2015,44.4,beer
2015,40,beer
2015,59.8,beer
2015,32.4,beer
2015,31.4,beer
2015,79.5,beer
2015,94.9,beer
2015,45.7,beer
2015,56.9,beer
2015,56.9,beer
2015,49.3,beer
2015,55.7,beer
2015,60.4,beer
2015,42,beer
2015,49.4,beer
2015,65.6,beer
2015,47.3,beer
2015,71.5,beer
2015,50.9,beer
2015,40.3,beer
2015,64.7,beer
2015,67,beer
2015,55.3,beer
2015,41.5,beer
2015,60.6,beer
2015,36.1,beer
2015,42.4,beer
2015,82.8,beer
2015,63.9,beer
2015,15.2,beer
2015,19.2,beer
2015,51.8,beer
2015,57.5,beer
2015,58.1,beer
2015,64,beer
2015,68.6,beer
2015,46.2,beer
2015,46.4,beer
2015,75.7,beer
2015,60.3,beer
2015,46.6,beer
2015,68.3,beer
2015,84.3,beer
2015,68.7,beer
2015,43.6,beer
2015,2.2,beer
2015,41.4,beer
2015,31.5,beer
2015,56,beer
2015,82.7,beer
2015,39,beer
2016,27.3,beer
2016,37.3,beer
2016,46.9,beer
2016,51.6,beer
2016,38.3,beer
2016,61.9,beer
2016,53.4,beer
2016,35,beer
2016,36.8,beer
2016,50.9,beer
2016,39.8,beer
2016,37.3,beer
2016,43.4,beer
2016,1,beer
2016,59.6,beer
2016,30.8,beer
2016,55.4,beer
2016,,beer
2016,61.3,beer
2016,14.5,beer
2016,38.2,beer
2016,20.3,beer
2016,45.1,beer
2016,85.4,beer
2016,25.3,beer
2016,51.7,beer
2016,60.4,beer
2016,70.4,beer
2016,49.4,beer
2016,63.5,beer
2016,58.2,beer
2016,42.1,beer
2016,59.2,beer
2016,43.2,beer
2016,41,beer
2016,39.7,beer
2016,56.5,beer
2016,38.2,beer
2016,46.1,beer
2016,69.2,beer
2016,99.1,beer
2016,47.6,beer
2016,59.6,beer
2016,56.6,beer
2016,47.4,beer
2016,46.6,beer
2016,53.2,beer
2016,42.4,beer
2016,44.2,beer
2016,51.1,beer
2016,51.5,beer
2016,72.4,beer
2016,38.5,beer
2016,42.2,beer
2016,63.4,beer
2016,59.5,beer
2016,55.4,beer
2016,41.1,beer
2016,59.9,beer
2016,33.7,beer
2016,42.1,beer
2016,58.3,beer
2016,55.5,beer
2016,22.9,beer
2016,17.3,beer
2016,48,beer
2016,57.4,beer
2016,58.2,beer
2016,59.1,beer
2016,63.6,beer
2016,43.4,beer
2016,43.1,beer
2016,73.4,beer
2016,58.1,beer
2016,46.9,beer
2016,73.7,beer
2016,79.1,beer
2016,67.5,beer
2016,42.6,beer
2016,1.2,beer
2016,42.3,beer
2016,34,beer
2016,56.1,beer
2016,75.8,beer
2016,38,beer
1998,3.4,vodka
1998,11.3,vodka
1998,17.3,vodka
1998,11.7,vodka
1998,9.5,vodka
1998,10.7,vodka
1998,10.8,vodka
1998,9.7,vodka
1998,15.8,vodka
1998,16.8,vodka
1998,12.9,vodka
1998,19.3,vodka
1998,14.2,vodka
1998,2,vodka
1998,11.5,vodka
1998,5,vodka
1998,16.1,vodka
1998,,vodka
1998,14.8,vodka
1998,6.5,vodka
1998,12.2,vodka
1998,11.1,vodka
1998,15.6,vodka
1998,25.1,vodka
1998,8.6,vodka
1998,15.4,vodka
1998,16.8,vodka
1998,12.8,vodka
1998,17.9,vodka
1998,8.7,vodka
1998,14.1,vodka
1998,,vodka
1998,15.1,vodka
1998,4.4,vodka
1998,13.9,vodka
1998,15.3,vodka
1998,23.1,vodka
1998,13.5,vodka
1998,10.8,vodka
1998,18.9,vodka
1998,15.2,vodka
1998,16.6,vodka
1998,11.7,vodka
1998,9.6,vodka
1998,16.5,vodka
1998,16.4,vodka
1998,12.8,vodka
1998,9.1,vodka
1998,11.8,vodka
1998,5.8,vodka
1998,16.7,vodka
1998,6.3,vodka
1998,8.7,vodka
1998,9,vodka
1998,21.1,vodka
1998,11.1,vodka
1998,9.7,vodka
1998,14.8,vodka
1998,11.2,vodka
1998,12.3,vodka
1998,11.7,vodka
1998,16.3,vodka
1998,12.8,vodka
1998,,vodka
1998,10.6,vodka
1998,14,vodka
1998,11.8,vodka
1998,12.3,vodka
1998,18,vodka
1998,8.9,vodka
1998,16.8,vodka
1998,11.5,vodka
1998,11.5,vodka
1998,11.4,vodka
1998,9.7,vodka
1998,15.6,vodka
1998,6.8,vodka
1998,11.5,vodka
1998,11.1,vodka
1998,,vodka
1998,8.8,vodka
1998,4.6,vodka
1998,18.9,vodka
1998,11.5,vodka
1998,21.1,vodka
1999,4.3,vodka
1999,11.5,vodka
1999,16.2,vodka
1999,14.9,vodka
1999,10.2,vodka
1999,12,vodka
1999,10.3,vodka
1999,10.6,vodka
1999,19.6,vodka
1999,16.1,vodka
1999,9.2,vodka
1999,17.4,vodka
1999,11.7,vodka
1999,1,vodka
1999,11.4,vodka
1999,5.8,vodka
1999,15.1,vodka
1999,,vodka
1999,14.7,vodka
1999,8.2,vodka
1999,15.3,vodka
1999,14.1,vodka
1999,17.7,vodka
1999,26.4,vodka
1999,10.9,vodka
1999,15,vodka
1999,17.4,vodka
1999,13.6,vodka
1999,17.3,vodka
1999,8.2,vodka
1999,15.3,vodka
1999,,vodka
1999,14.4,vodka
1999,4.8,vodka
1999,16.5,vodka
1999,9.1,vodka
1999,23.2,vodka
1999,10.8,vodka
1999,11.2,vodka
1999,18.7,vodka
1999,15.8,vodka
1999,17.8,vodka
1999,14.9,vodka
1999,10.6,vodka
1999,17.6,vodka
1999,20.5,vodka
1999,16.6,vodka
1999,11.2,vodka
1999,15,vodka
1999,6,vodka
1999,15.8,vodka
1999,10.3,vodka
1999,7.9,vodka
1999,7.9,vodka
1999,25.9,vodka
1999,10.9,vodka
1999,9.7,vodka
1999,14.8,vodka
1999,7.5,vodka
1999,13,vodka
1999,7.3,vodka
1999,21,vodka
1999,13.2,vodka
1999,,vodka
1999,11,vodka
1999,16.4,vodka
1999,13.3,vodka
1999,8.9,vodka
1999,16.6,vodka
1999,17.7,vodka
1999,16.2,vodka
1999,13,vodka
1999,13.5,vodka
1999,13.9,vodka
1999,10.6,vodka
1999,16.4,vodka
1999,15.1,vodka
1999,13.5,vodka
1999,14,vodka
1999,,vodka
1999,10.8,vodka
1999,6.7,vodka
1999,17.5,vodka
1999,13.5,vodka
1999,21.1,vodka
2000,5.4,vodka
2000,9.9,vodka
2000,15.8,vodka
2000,19.2,vodka
2000,10,vodka
2000,12.2,vodka
2000,10.1,vodka
2000,7.6,vodka
2000,16.6,vodka
2000,14.5,vodka
2000,9,vodka
2000,19.2,vodka
2000,9.1,vodka
2000,1,vodka
2000,12.2,vodka
2000,7,vodka
2000,14.2,vodka
2000,,vodka
2000,15.5,vodka
2000,10.5,vodka
2000,15.8,vodka
2000,14.2,vodka
2000,9,vodka
2000,26.6,vodka
2000,12.9,vodka
2000,17.2,vodka
2000,17.3,vodka
2000,12.8,vodka
2000,15.2,vodka
2000,8.7,vodka
2000,14.9,vodka
2000,,vodka
2000,13,vodka
2000,6.1,vodka
2000,14.7,vodka
2000,9.3,vodka
2000,23.9,vodka
2000,8.3,vodka
2000,10.9,vodka
2000,18.8,vodka
2000,17.2,vodka
2000,18.8,vodka
2000,19.2,vodka
2000,9.7,vodka
2000,12.8,vodka
2000,20.7,vodka
2000,10.3,vodka
2000,9.5,vodka
2000,14.8,vodka
2000,6.4,vodka
2000,20,vodka
2000,15,vodka
2000,12.9,vodka
2000,9.8,vodka
2000,27.4,vodka
2000,11.3,vodka
2000,7.9,vodka
2000,13.3,vodka
2000,7.6,vodka
2000,14.7,vodka
2000,7.4,vodka
2000,18.8,vodka
2000,13.6,vodka
2000,,vodka
2000,9.8,vodka
2000,21.2,vodka
2000,13.7,vodka
2000,11.6,vodka
2000,14.8,vodka
2000,17.1,vodka
2000,14.8,vodka
2000,13.2,vodka
2000,18,vodka
2000,13.4,vodka
2000,10.5,vodka
2000,15.3,vodka
2000,17,vodka
2000,18,vodka
2000,15.7,vodka
2000,,vodka
2000,9.6,vodka
2000,6.5,vodka
2000,15.2,vodka
2000,18,vodka
2000,18.3,vodka
2001,7.8,vodka
2001,12,vodka
2001,17.6,vodka
2001,23.5,vodka
2001,11.9,vodka
2001,10.9,vodka
2001,9.5,vodka
2001,8,vodka
2001,18.7,vodka
2001,15.3,vodka
2001,11.9,vodka
2001,23,vodka
2001,9.2,vodka
2001,1.8,vodka
2001,12,vodka
2001,8.6,vodka
2001,16.5,vodka
2001,4,vodka
2001,11.9,vodka
2001,12.4,vodka
2001,13.3,vodka
2001,15.4,vodka
2001,12,vodka
2001,26.7,vodka
2001,13.4,vodka
2001,15.9,vodka
2001,18.8,vodka
2001,14.1,vodka
2001,17.2,vodka
2001,8.9,vodka
2001,15.4,vodka
2001,,vodka
2001,12.2,vodka
2001,7.4,vodka
2001,17.5,vodka
2001,9.3,vodka
2001,23.6,vodka
2001,10.4,vodka
2001,11.8,vodka
2001,19.7,vodka
2001,16.8,vodka
2001,19.7,vodka
2001,23.5,vodka
2001,9.8,vodka
2001,12.6,vodka
2001,20.6,vodka
2001,12.3,vodka
2001,10.8,vodka
2001,12,vodka
2001,6.8,vodka
2001,15.9,vodka
2001,15.2,vodka
2001,13.3,vodka
2001,10.6,vodka
2001,28.5,vodka
2001,9.8,vodka
2001,7.1,vodka
2001,13.5,vodka
2001,8.1,vodka
2001,15.5,vodka
2001,7.6,vodka
2001,20.3,vodka
2001,13.7,vodka
2001,,vodka
2001,8.9,vodka
2001,23,vodka
2001,12.8,vodka
2001,14,vodka
2001,14.6,vodka
2001,18.4,vodka
2001,16.5,vodka
2001,14.1,vodka
2001,20.5,vodka
2001,14.1,vodka
2001,9.6,vodka
2001,21.2,vodka
2001,15.6,vodka
2001,20.5,vodka
2001,16.2,vodka
2001,,vodka
2001,10.6,vodka
2001,9.8,vodka
2001,14.6,vodka
2001,20.5,vodka
2001,18.6,vodka
2002,7.9,vodka
2002,11.4,vodka
2002,17.9,vodka
2002,29.5,vodka
2002,12,vodka
2002,10.4,vodka
2002,9.4,vodka
2002,8.5,vodka
2002,19.9,vodka
2002,15.6,vodka
2002,13.2,vodka
2002,22.2,vodka
2002,10.5,vodka
2002,4.9,vodka
2002,7.6,vodka
2002,10.9,vodka
2002,16.7,vodka
2002,4.3,vodka
2002,10.8,vodka
2002,13.9,vodka
2002,17.3,vodka
2002,15,vodka
2002,12.2,vodka
2002,25.9,vodka
2002,14.3,vodka
2002,12.4,vodka
2002,20.2,vodka
2002,14.9,vodka
2002,16.9,vodka
2002,7.9,vodka
2002,15.3,vodka
2002,,vodka
2002,11.7,vodka
2002,6.7,vodka
2002,20.4,vodka
2002,10,vodka
2002,18.9,vodka
2002,11.7,vodka
2002,10,vodka
2002,20.8,vodka
2002,16.9,vodka
2002,20.9,vodka
2002,29.5,vodka
2002,10.6,vodka
2002,13.1,vodka
2002,19.9,vodka
2002,13.9,vodka
2002,10.9,vodka
2002,11.1,vodka
2002,6.9,vodka
2002,17.4,vodka
2002,16,vodka
2002,10.8,vodka
2002,10.1,vodka
2002,28.4,vodka
2002,13.5,vodka
2002,7,vodka
2002,12.4,vodka
2002,8,vodka
2002,17.2,vodka
2002,9.2,vodka
2002,24.5,vodka
2002,15.4,vodka
2002,,vodka
2002,8.5,vodka
2002,25.4,vodka
2002,11.7,vodka
2002,13.9,vodka
2002,15.4,vodka
2002,21.2,vodka
2002,16.5,vodka
2002,13.2,vodka
2002,23.3,vodka
2002,13.7,vodka
2002,9.1,vodka
2002,17.1,vodka
2002,15.8,vodka
2002,23.3,vodka
2002,16.8,vodka
2002,,vodka
2002,11.1,vodka
2002,13.3,vodka
2002,16.1,vodka
2002,23.3,vodka
2002,20.3,vodka
2003,8,vodka
2003,11.5,vodka
2003,17.4,vodka
2003,31.9,vodka
2003,12.4,vodka
2003,8.3,vodka
2003,9.7,vodka
2003,8.7,vodka
2003,13.9,vodka
2003,15.4,vodka
2003,13.2,vodka
2003,24.6,vodka
2003,10.8,vodka
2003,8.7,vodka
2003,6.4,vodka
2003,12.4,vodka
2003,15.4,vodka
2003,4.6,vodka
2003,10.2,vodka
2003,12.8,vodka
2003,20,vodka
2003,15.4,vodka
2003,9,vodka
2003,25.1,vodka
2003,14.9,vodka
2003,14.2,vodka
2003,20.1,vodka
2003,13.5,vodka
2003,16.5,vodka
2003,7.9,vodka
2003,15.5,vodka
2003,,vodka
2003,9.2,vodka
2003,7.5,vodka
2003,18.5,vodka
2003,10.1,vodka
2003,18.4,vodka
2003,12.3,vodka
2003,9.4,vodka
2003,23,vodka
2003,20.5,vodka
2003,21.3,vodka
2003,31.9,vodka
2003,11.1,vodka
2003,13.2,vodka
2003,20.4,vodka
2003,14.6,vodka
2003,8.5,vodka
2003,10.6,vodka
2003,7.8,vodka
2003,16.5,vodka
2003,16.2,vodka
2003,10.9,vodka
2003,10.6,vodka
2003,29.7,vodka
2003,14.7,vodka
2003,6.9,vodka
2003,12.5,vodka
2003,7.9,vodka
2003,14.3,vodka
2003,8.3,vodka
2003,23.2,vodka
2003,15.2,vodka
2003,,vodka
2003,7.6,vodka
2003,25.6,vodka
2003,10,vodka
2003,14.5,vodka
2003,14.9,vodka
2003,19.3,vodka
2003,17.4,vodka
2003,12.6,vodka
2003,18.6,vodka
2003,12.9,vodka
2003,10.5,vodka
2003,15.2,vodka
2003,14.8,vodka
2003,18.6,vodka
2003,16.4,vodka
2003,,vodka
2003,12.5,vodka
2003,12.3,vodka
2003,16,vodka
2003,18.6,vodka
2003,18.6,vodka
2004,8.6,vodka
2004,14.2,vodka
2004,18.1,vodka
2004,18.5,vodka
2004,12.9,vodka
2004,9.2,vodka
2004,10,vodka
2004,8.6,vodka
2004,12.2,vodka
2004,17.3,vodka
2004,12.5,vodka
2004,26.7,vodka
2004,12.6,vodka
2004,9.5,vodka
2004,7.4,vodka
2004,40.6,vodka
2004,17.3,vodka
2004,3.6,vodka
2004,22.7,vodka
2004,12.3,vodka
2004,20,vodka
2004,15.3,vodka
2004,11.4,vodka
2004,22.2,vodka
2004,14.9,vodka
2004,14,vodka
2004,21.2,vodka
2004,12.8,vodka
2004,18,vodka
2004,8,vodka
2004,9.2,vodka
2004,,vodka
2004,8.3,vodka
2004,7.2,vodka
2004,20.4,vodka
2004,10.2,vodka
2004,16.8,vodka
2004,12,vodka
2004,9.8,vodka
2004,24,vodka
2004,21.8,vodka
2004,21.7,vodka
2004,18.5,vodka
2004,11.9,vodka
2004,13.7,vodka
2004,11.5,vodka
2004,8.9,vodka
2004,8.6,vodka
2004,8.4,vodka
2004,6.9,vodka
2004,16,vodka
2004,13.8,vodka
2004,10.2,vodka
2004,11.2,vodka
2004,28.1,vodka
2004,15.2,vodka
2004,6.9,vodka
2004,10,vodka
2004,8.4,vodka
2004,13.9,vodka
2004,8.8,vodka
2004,20.3,vodka
2004,15.9,vodka
2004,,vodka
2004,5.3,vodka
2004,24.5,vodka
2004,7.8,vodka
2004,15.4,vodka
2004,13.7,vodka
2004,20.4,vodka
2004,13.4,vodka
2004,12.1,vodka
2004,18.6,vodka
2004,12.4,vodka
2004,10.4,vodka
2004,14.6,vodka
2004,13.8,vodka
2004,18.6,vodka
2004,17.5,vodka
2004,,vodka
2004,10.9,vodka
2004,12.4,vodka
2004,15,vodka
2004,18.6,vodka
2004,18.9,vodka
2005,10.4,vodka
2005,10,vodka
2005,20.8,vodka
2005,17.6,vodka
2005,11,vodka
2005,10,vodka
2005,11.1,vodka
2005,8.6,vodka
2005,13.5,vodka
2005,16.9,vodka
2005,11.5,vodka
2005,21.9,vodka
2005,13.8,vodka
2005,10.8,vodka
2005,7.1,vodka
2005,31,vodka
2005,12.5,vodka
2005,0.8,vodka
2005,23,vodka
2005,10.4,vodka
2005,15.9,vodka
2005,7.8,vodka
2005,13.9,vodka
2005,22.8,vodka
2005,5.3,vodka
2005,14.9,vodka
2005,19.3,vodka
2005,12.8,vodka
2005,19.7,vodka
2005,8.1,vodka
2005,9.8,vodka
2005,,vodka
2005,7.4,vodka
2005,7.9,vodka
2005,23.2,vodka
2005,10.5,vodka
2005,16.5,vodka
2005,12.1,vodka
2005,9.9,vodka
2005,24.2,vodka
2005,19.8,vodka
2005,21.9,vodka
2005,17.6,vodka
2005,11.9,vodka
2005,13.5,vodka
2005,7.8,vodka
2005,9.2,vodka
2005,9.2,vodka
2005,8,vodka
2005,7.7,vodka
2005,12.1,vodka
2005,15.9,vodka
2005,9.8,vodka
2005,11.7,vodka
2005,26.7,vodka
2005,16.2,vodka
2005,6.7,vodka
2005,9.3,vodka
2005,10.2,vodka
2005,16.2,vodka
2005,9.6,vodka
2005,19.1,vodka
2005,17.3,vodka
2005,,vodka
2005,3.4,vodka
2005,17.7,vodka
2005,8,vodka
2005,9.8,vodka
2005,13.2,vodka
2005,19.8,vodka
2005,13.7,vodka
2005,11,vodka
2005,18.9,vodka
2005,12.2,vodka
2005,11.2,vodka
2005,15.6,vodka
2005,16.5,vodka
2005,18.9,vodka
2005,19.5,vodka
2005,,vodka
2005,11.3,vodka
2005,11.1,vodka
2005,14,vodka
2005,18.9,vodka
2005,14.5,vodka
2006,8.1,vodka
2006,9.7,vodka
2006,19.3,vodka
2006,16.9,vodka
2006,9.6,vodka
2006,10.6,vodka
2006,12.4,vodka
2006,10.9,vodka
2006,13,vodka
2006,15.3,vodka
2006,9.5,vodka
2006,17.5,vodka
2006,11.1,vodka
2006,11.7,vodka
2006,7.5,vodka
2006,31.7,vodka
2006,11.1,vodka
2006,1,vodka
2006,23,vodka
2006,6.6,vodka
2006,16.9,vodka
2006,7.8,vodka
2006,11.3,vodka
2006,20.4,vodka
2006,5.6,vodka
2006,15,vodka
2006,19.7,vodka
2006,12.9,vodka
2006,16.9,vodka
2006,7.2,vodka
2006,9.6,vodka
2006,,vodka
2006,6.9,vodka
2006,7.2,vodka
2006,19.4,vodka
2006,10.4,vodka
2006,16.3,vodka
2006,12.9,vodka
2006,10.3,vodka
2006,23.8,vodka
2006,21.2,vodka
2006,19.3,vodka
2006,16.9,vodka
2006,14.1,vodka
2006,15,vodka
2006,7.3,vodka
2006,7.1,vodka
2006,10.3,vodka
2006,7.7,vodka
2006,6.7,vodka
2006,12.1,vodka
2006,14.8,vodka
2006,10,vodka
2006,9.5,vodka
2006,18.6,vodka
2006,11.6,vodka
2006,5.6,vodka
2006,9.3,vodka
2006,9.3,vodka
2006,16.4,vodka
2006,8.8,vodka
2006,17.1,vodka
2006,19.7,vodka
2006,,vodka
2006,3.8,vodka
2006,17.8,vodka
2006,6.3,vodka
2006,9.7,vodka
2006,13.6,vodka
2006,18.1,vodka
2006,13.4,vodka
2006,8.6,vodka
2006,19.8,vodka
2006,13.4,vodka
2006,7.9,vodka
2006,14.4,vodka
2006,16.7,vodka
2006,19.8,vodka
2006,16,vodka
2006,,vodka
2006,14,vodka
2006,17,vodka
2006,12.9,vodka
2006,19.8,vodka
2006,14.7,vodka
2007,6.8,vodka
2007,6.9,vodka
2007,17.3,vodka
2007,15.6,vodka
2007,9.6,vodka
2007,11.1,vodka
2007,11,vodka
2007,9.6,vodka
2007,14.2,vodka
2007,12.6,vodka
2007,8.6,vodka
2007,16.2,vodka
2007,11.9,vodka
2007,12.2,vodka
2007,9.1,vodka
2007,13.5,vodka
2007,13.5,vodka
2007,1,vodka
2007,11.6,vodka
2007,5.1,vodka
2007,17.3,vodka
2007,8.1,vodka
2007,11.8,vodka
2007,18.6,vodka
2007,5.1,vodka
2007,15.9,vodka
2007,19.6,vodka
2007,13.8,vodka
2007,15.8,vodka
2007,7.2,vodka
2007,12.5,vodka
2007,,vodka
2007,8,vodka
2007,8,vodka
2007,13.6,vodka
2007,10.5,vodka
2007,16.3,vodka
2007,12.7,vodka
2007,8.9,vodka
2007,22.9,vodka
2007,16.9,vodka
2007,18.9,vodka
2007,15.6,vodka
2007,12,vodka
2007,13.8,vodka
2007,16.8,vodka
2007,8.2,vodka
2007,9.2,vodka
2007,7.8,vodka
2007,7.6,vodka
2007,13.3,vodka
2007,13.5,vodka
2007,11.3,vodka
2007,10.5,vodka
2007,15.6,vodka
2007,13.9,vodka
2007,5.3,vodka
2007,9.5,vodka
2007,9.5,vodka
2007,14,vodka
2007,9,vodka
2007,17.8,vodka
2007,17.2,vodka
2007,,vodka
2007,3.9,vodka
2007,13.4,vodka
2007,6.6,vodka
2007,10.4,vodka
2007,14.5,vodka
2007,16.5,vodka
2007,13.9,vodka
2007,8.6,vodka
2007,15.2,vodka
2007,14.6,vodka
2007,8.1,vodka
2007,14.9,vodka
2007,15.3,vodka
2007,15.2,vodka
2007,14.9,vodka
2007,,vodka
2007,13.8,vodka
2007,17.4,vodka
2007,13.1,vodka
2007,15.2,vodka
2007,15.1,vodka
2008,6.4,vodka
2008,8.2,vodka
2008,13.8,vodka
2008,16.6,vodka
2008,9.1,vodka
2008,9.6,vodka
2008,10.1,vodka
2008,10.2,vodka
2008,13.6,vodka
2008,11.7,vodka
2008,7.3,vodka
2008,17.5,vodka
2008,12.9,vodka
2008,12.9,vodka
2008,10,vodka
2008,13.7,vodka
2008,11.7,vodka
2008,,vodka
2008,12,vodka
2008,5.2,vodka
2008,14.7,vodka
2008,7.5,vodka
2008,10.8,vodka
2008,18.2,vodka
2008,3.7,vodka
2008,17.4,vodka
2008,17.6,vodka
2008,14.5,vodka
2008,13.2,vodka
2008,7.4,vodka
2008,12.2,vodka
2008,,vodka
2008,9,vodka
2008,7.7,vodka
2008,15.1,vodka
2008,9,vodka
2008,17.1,vodka
2008,13.2,vodka
2008,9.7,vodka
2008,20.2,vodka
2008,15.1,vodka
2008,17.7,vodka
2008,16.6,vodka
2008,12.2,vodka
2008,14.4,vodka
2008,13.6,vodka
2008,8.7,vodka
2008,9.3,vodka
2008,8.8,vodka
2008,7.5,vodka
2008,11.7,vodka
2008,12.6,vodka
2008,13.1,vodka
2008,10.5,vodka
2008,15.8,vodka
2008,15.3,vodka
2008,5.5,vodka
2008,9.4,vodka
2008,10.7,vodka
2008,12.5,vodka
2008,8.6,vodka
2008,19.2,vodka
2008,16,vodka
2008,,vodka
2008,3.4,vodka
2008,14.1,vodka
2008,6,vodka
2008,9.7,vodka
2008,14.6,vodka
2008,15.7,vodka
2008,13.6,vodka
2008,8.5,vodka
2008,15,vodka
2008,14.6,vodka
2008,8,vodka
2008,16.8,vodka
2008,16.2,vodka
2008,15,vodka
2008,15.3,vodka
2008,,vodka
2008,15.3,vodka
2008,23.1,vodka
2008,13.5,vodka
2008,15,vodka
2008,13.9,vodka
2009,7.4,vodka
2009,8.5,vodka
2009,10.5,vodka
2009,15.9,vodka
2009,8.7,vodka
2009,9.1,vodka
2009,9.3,vodka
2009,10.5,vodka
2009,14.3,vodka
2009,11.7,vodka
2009,7.6,vodka
2009,15.2,vodka
2009,13,vodka
2009,13.2,vodka
2009,10.7,vodka
2009,13.8,vodka
2009,10.8,vodka
2009,0.1,vodka
2009,11.4,vodka
2009,3.7,vodka
2009,10.5,vodka
2009,6.9,vodka
2009,10.2,vodka
2009,17.5,vodka
2009,2.8,vodka
2009,16.4,vodka
2009,13.9,vodka
2009,14.2,vodka
2009,12.4,vodka
2009,6.4,vodka
2009,11.6,vodka
2009,,vodka
2009,9,vodka
2009,8.4,vodka
2009,18.8,vodka
2009,9.3,vodka
2009,20.8,vodka
2009,12.2,vodka
2009,9.9,vodka
2009,19.3,vodka
2009,13.5,vodka
2009,15.3,vodka
2009,15.9,vodka
2009,11.8,vodka
2009,14,vodka
2009,11.2,vodka
2009,7.8,vodka
2009,7.5,vodka
2009,9.1,vodka
2009,7.4,vodka
2009,10.9,vodka
2009,11.7,vodka
2009,13.5,vodka
2009,10.4,vodka
